semester,institute_id,university_short,institute_name,university_course,nxtwave_tag,course_id,credits
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Web Application Development 1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,5.0
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,5.0
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Mathematics for Computer Science,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,3.0
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,3.0
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,2.0
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Applied Science / Basic Electrical Engineering,Compliance,25115bd4-28f8-403c-a320-116d96015af5,2.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Web Application Development 1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,4.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,4.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Mathematics for Data Science - I,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,4.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,0.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Workshop Technology (Introduction to Generative AI),Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,2.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Applied Physics for Data Science,Compliance,81f0b30e-5a5e-4df0-bd19-13cd70961bd5,4.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Co-curricular Activities - I,Compliance,,2.0
Semester 1,2f9f0fae-a892-4e68-846b-f86dd0802c72,Annamacharya,Annamacharya University,Web Application Development 1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,6.0
