institute_name,university,semester,subject,course_id,batch,section,num_sections,students,scheduled_mcq_practices,mcq_attendance,mcq_attendance_pct,total_mcq_questions,mcq_attempts,mcq_expected_attempts,mcq_attempt_pct,mcq_correct,mcq_accuracy_pct,scheduled_coding_practices,coding_attendance,coding_attendance_pct,total_coding_problems,coding_attempts,coding_expected_attempts,coding_attempt_pct,coding_completions,coding_completion_pct
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Building Rest APIs with Flask,a8f81e0c22c341e6b98ace7552d8e2c7,Malla Reddy Batch-1 CSE AI Data Science,S-003,5,91,6,18,19.78,75,687,6825,10.07,652,94.91,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Building Rest APIs with Flask,a8f81e0c22c341e6b98ace7552d8e2c7,Malla Reddy Batch-1 CSE AI Data Science,S-004,5,90,3,15,16.67,35,271,3150,8.6,250,92.25,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Building Rest APIs with Flask,a8f81e0c22c341e6b98ace7552d8e2c7,Malla Reddy Batch-1 CSE AI Data Science,S-005,5,80,5,17,21.25,70,364,5600,6.5,332,91.21,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Communicative English Foundation- I,968bccdcf5e04348af889db506d49c9a,Malla Reddy Batch-1 CSE AI Data Science,S-001,5,90,6,34,37.78,99,663,8910,7.44,548,82.65,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Communicative English Foundation- I,968bccdcf5e04348af889db506d49c9a,Malla Reddy Batch-1 CSE AI Data Science,S-002,5,90,6,35,38.89,99,933,8910,10.47,823,88.21,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Communicative English Foundation- I,968bccdcf5e04348af889db506d49c9a,Malla Reddy Batch-1 CSE AI Data Science,S-003,5,91,5,18,19.78,74,481,6734,7.14,431,89.6,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Communicative English Foundation- I,968bccdcf5e04348af889db506d49c9a,Malla Reddy Batch-1 CSE AI Data Science,S-004,5,90,8,27,30,149,690,13410,5.15,567,82.17,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Communicative English Foundation- I,968bccdcf5e04348af889db506d49c9a,Malla Reddy Batch-1 CSE AI Data Science,S-005,5,80,7,22,27.5,124,860,9920,8.67,792,92.09,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,DBMS Fundamentals,a3aa84c2ac324ed581a9f050566521e9,Malla Reddy Batch-1 CSE AI Data Science,S-001,5,90,6,29,32.22,120,911,10800,8.44,816,89.57,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,DBMS Fundamentals,a3aa84c2ac324ed581a9f050566521e9,Malla Reddy Batch-1 CSE AI Data Science,S-002,5,90,5,24,26.67,100,664,9000,7.38,593,89.31,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,DBMS Fundamentals,a3aa84c2ac324ed581a9f050566521e9,Malla Reddy Batch-1 CSE AI Data Science,S-003,5,91,6,29,31.87,120,815,10920,7.46,739,90.67,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,DBMS Fundamentals,a3aa84c2ac324ed581a9f050566521e9,Malla Reddy Batch-1 CSE AI Data Science,S-004,5,90,7,47,52.22,140,1396,12600,11.08,1198,85.82,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,DBMS Fundamentals,a3aa84c2ac324ed581a9f050566521e9,Malla Reddy Batch-1 CSE AI Data Science,S-005,5,80,6,59,73.75,120,2400,9600,25,2121,88.38,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,English Course,d9df50be3148426fbd6295065ce633a8,Malla Reddy Batch-1 CSE AI Data Science,S-001,5,90,7,48,53.33,56,806,5040,15.99,733,90.94,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,English Course,d9df50be3148426fbd6295065ce633a8,Malla Reddy Batch-1 CSE AI Data Science,S-002,5,90,5,38,42.22,40,559,3600,15.53,542,96.96,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,English Course,d9df50be3148426fbd6295065ce633a8,Malla Reddy Batch-1 CSE AI Data Science,S-003,5,91,2,21,23.08,16,212,1456,14.56,202,95.28,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,English Course,d9df50be3148426fbd6295065ce633a8,Malla Reddy Batch-1 CSE AI Data Science,S-004,5,90,4,45,50,32,620,2880,21.53,564,90.97,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,English Course,d9df50be3148426fbd6295065ce633a8,Malla Reddy Batch-1 CSE AI Data Science,S-005,5,80,2,26,32.5,16,278,1280,21.72,268,96.4,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Introduction to Databases,25c1a72c216e47e19bc6b2f16c66e0ca,Malla Reddy Batch-1 CSE AI Data Science,S-001,5,90,24,87,96.67,514,15708,46260,33.96,13440,85.56,20,82,91.11,216,4536,19440,23.33,3829,84.41
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Introduction to Databases,25c1a72c216e47e19bc6b2f16c66e0ca,Malla Reddy Batch-1 CSE AI Data Science,S-002,5,90,24,81,90,518,12203,46620,26.18,10447,85.61,22,82,91.11,246,4129,22140,18.65,3548,85.93
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Introduction to Databases,25c1a72c216e47e19bc6b2f16c66e0ca,Malla Reddy Batch-1 CSE AI Data Science,S-003,5,91,22,87,95.6,498,12595,45318,27.79,10877,86.36,18,81,89.01,196,4770,17836,26.74,3918,82.14
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Introduction to Databases,25c1a72c216e47e19bc6b2f16c66e0ca,Malla Reddy Batch-1 CSE AI Data Science,S-004,5,90,20,86,95.56,447,9598,40230,23.86,8159,85.01,17,78,86.67,180,3288,16200,20.3,2632,80.05
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Introduction to Databases,25c1a72c216e47e19bc6b2f16c66e0ca,Malla Reddy Batch-1 CSE AI Data Science,S-005,5,80,24,76,95,518,9215,41440,22.24,7585,82.31,19,71,88.75,219,2580,17520,14.73,2001,77.56
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Introduction to React JS,40ab5ebd3def4fafadca3d39d921df1c,Malla Reddy Batch-1 CSE AI Data Science,S-001,5,90,1,12,13.33,24,56,2160,2.59,32,57.14,19,88,97.78,38,384,3420,11.23,48,12.5
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Introduction to React JS,40ab5ebd3def4fafadca3d39d921df1c,Malla Reddy Batch-1 CSE AI Data Science,S-002,5,90,1,27,30,24,352,2160,16.3,274,77.84,18,84,93.33,37,336,3330,10.09,48,14.29
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Introduction to React JS,40ab5ebd3def4fafadca3d39d921df1c,Malla Reddy Batch-1 CSE AI Data Science,S-003,5,91,1,7,7.69,24,28,2184,1.28,23,82.14,19,63,69.23,40,232,3640,6.37,2,0.86
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Introduction to React JS,40ab5ebd3def4fafadca3d39d921df1c,Malla Reddy Batch-1 CSE AI Data Science,S-004,5,90,1,10,11.11,24,95,2160,4.4,78,82.11,21,87,96.67,46,376,4140,9.08,39,10.37
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Introduction to React JS,40ab5ebd3def4fafadca3d39d921df1c,Malla Reddy Batch-1 CSE AI Data Science,S-005,5,80,1,35,43.75,24,551,1920,28.7,429,77.86,22,69,86.25,44,181,3520,5.14,14,7.73
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,JS Essentials,7e0446da981d4faab02df4dc605dba66,Malla Reddy Batch-1 CSE AI Data Science,S-001,5,90,12,82,91.11,420,9096,37800,24.06,7829,86.07,11,60,66.67,103,1479,9270,15.95,1185,80.12
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,JS Essentials,7e0446da981d4faab02df4dc605dba66,Malla Reddy Batch-1 CSE AI Data Science,S-002,5,90,11,79,87.78,400,9924,36000,27.57,8486,85.51,10,64,71.11,93,1627,8370,19.44,1373,84.39
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,JS Essentials,7e0446da981d4faab02df4dc605dba66,Malla Reddy Batch-1 CSE AI Data Science,S-003,5,91,10,73,80.22,340,5496,30940,17.76,4814,87.59,9,55,60.44,82,807,7462,10.81,630,78.07
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,JS Essentials,7e0446da981d4faab02df4dc605dba66,Malla Reddy Batch-1 CSE AI Data Science,S-004,5,90,9,75,83.33,320,6007,28800,20.86,5227,87.02,8,49,54.44,79,579,7110,8.14,408,70.47
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,JS Essentials,7e0446da981d4faab02df4dc605dba66,Malla Reddy Batch-1 CSE AI Data Science,S-005,5,80,11,54,67.5,400,5599,32000,17.5,4958,88.55,9,42,52.5,96,758,7680,9.87,588,77.57
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,MongoDB,dd6794ae52064bb4af26efdacd3668fd,Malla Reddy Batch-1 CSE AI Data Science,S-001,5,90,9,15,16.67,180,1058,16200,6.53,897,84.78,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,MongoDB,dd6794ae52064bb4af26efdacd3668fd,Malla Reddy Batch-1 CSE AI Data Science,S-002,5,90,8,18,20,150,554,13500,4.1,465,83.94,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,MongoDB,dd6794ae52064bb4af26efdacd3668fd,Malla Reddy Batch-1 CSE AI Data Science,S-003,5,91,6,17,18.68,110,367,10010,3.67,311,84.74,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,MongoDB,dd6794ae52064bb4af26efdacd3668fd,Malla Reddy Batch-1 CSE AI Data Science,S-004,5,90,6,19,21.11,110,641,9900,6.47,561,87.52,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,MongoDB,dd6794ae52064bb4af26efdacd3668fd,Malla Reddy Batch-1 CSE AI Data Science,S-005,5,80,5,17,21.25,90,321,7200,4.46,275,85.67,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,NIAT - DSA,e216af3ebcd04dee9c4f67e7502ecba3,Malla Reddy Batch-1 CSE AI Data Science,S-001,5,90,35,89,98.89,315,7482,28350,26.39,6388,85.38,30,90,100,78,2631,7020,37.48,2120,80.58
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,NIAT - DSA,e216af3ebcd04dee9c4f67e7502ecba3,Malla Reddy Batch-1 CSE AI Data Science,S-002,5,90,32,86,95.56,307,7453,27630,26.97,6276,84.21,30,86,95.56,77,2043,6930,29.48,1554,76.06
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,NIAT - DSA,e216af3ebcd04dee9c4f67e7502ecba3,Malla Reddy Batch-1 CSE AI Data Science,S-003,5,91,31,86,94.51,277,5738,25207,22.76,4920,85.74,30,87,95.6,77,2345,7007,33.47,1769,75.44
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,NIAT - DSA,e216af3ebcd04dee9c4f67e7502ecba3,Malla Reddy Batch-1 CSE AI Data Science,S-004,5,90,34,85,94.44,305,4321,27450,15.74,3679,85.14,31,83,92.22,78,1288,7020,18.35,915,71.04
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,NIAT - DSA,e216af3ebcd04dee9c4f67e7502ecba3,Malla Reddy Batch-1 CSE AI Data Science,S-005,5,80,33,71,88.75,287,3354,22960,14.61,2688,80.14,33,71,88.75,94,1129,7520,15.01,712,63.06
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Node JS,d82d6905669442c48c0cbd2c887c1b53,Malla Reddy Batch-1 CSE AI Data Science,S-001,5,90,4,24,26.67,100,893,9000,9.92,760,85.11,3,32,35.56,16,165,1440,11.46,83,50.3
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Node JS,d82d6905669442c48c0cbd2c887c1b53,Malla Reddy Batch-1 CSE AI Data Science,S-002,5,90,4,29,32.22,100,1554,9000,17.27,1267,81.53,3,34,37.78,16,189,1440,13.13,91,48.15
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Node JS,d82d6905669442c48c0cbd2c887c1b53,Malla Reddy Batch-1 CSE AI Data Science,S-003,5,91,5,24,26.37,120,778,10920,7.12,647,83.16,4,7,7.69,20,33,1820,1.81,11,33.33
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Node JS,d82d6905669442c48c0cbd2c887c1b53,Malla Reddy Batch-1 CSE AI Data Science,S-004,5,90,6,27,30,140,1684,12600,13.37,1399,83.08,5,12,13.33,24,49,2160,2.27,11,22.45
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Node JS,d82d6905669442c48c0cbd2c887c1b53,Malla Reddy Batch-1 CSE AI Data Science,S-005,5,80,4,8,10,100,620,8000,7.75,560,90.32,4,3,3.75,20,5,1600,0.31,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Numerical Ability,3525d39db70545a1ac2467291bf35bd6,Malla Reddy Batch-1 CSE AI Data Science,S-001,5,90,4,66,73.33,160,2828,14400,19.64,2608,92.22,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Numerical Ability,0bbea1fb25bc402db0d472112198d5da,Malla Reddy Batch-1 CSE AI Data Science,S-001,5,90,13,90,100,430,0,38700,0,0,0,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Numerical Ability,0bbea1fb25bc402db0d472112198d5da,Malla Reddy Batch-1 CSE AI Data Science,S-002,5,90,15,90,100,495,0,44550,0,0,0,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Numerical Ability,3525d39db70545a1ac2467291bf35bd6,Malla Reddy Batch-1 CSE AI Data Science,S-002,5,90,2,60,66.67,80,1792,7200,24.89,1628,90.85,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Numerical Ability,0bbea1fb25bc402db0d472112198d5da,Malla Reddy Batch-1 CSE AI Data Science,S-003,5,91,16,90,98.9,550,0,50050,0,0,0,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Numerical Ability,3525d39db70545a1ac2467291bf35bd6,Malla Reddy Batch-1 CSE AI Data Science,S-003,5,91,3,58,63.74,120,1812,10920,16.59,1653,91.23,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Numerical Ability,3525d39db70545a1ac2467291bf35bd6,Malla Reddy Batch-1 CSE AI Data Science,S-004,5,90,3,40,44.44,120,1215,10800,11.25,1166,95.97,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Numerical Ability,0bbea1fb25bc402db0d472112198d5da,Malla Reddy Batch-1 CSE AI Data Science,S-004,5,90,15,89,98.89,480,0,43200,0,0,0,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Numerical Ability,3525d39db70545a1ac2467291bf35bd6,Malla Reddy Batch-1 CSE AI Data Science,S-005,5,80,2,51,63.75,80,1142,6400,17.84,899,78.72,0,0,0,0,0,0,0,0,0
Malla Reddy Vishwavidyapeeth,MRV University,Semester 2,Numerical Ability,0bbea1fb25bc402db0d472112198d5da,Malla Reddy Batch-1 CSE AI Data Science,S-005,5,80,19,78,97.5,630,0,50400,0,0,0,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 1,Build Your Own Dynamic Web Application,c0d9b35787a741e2985faffaef636499,NRI Batch-1,S-001,3,83,4,38,45.78,80,121,6640,1.82,107,88.43,3,36,43.37,10,150,830,18.07,36,24
NRI,NRI Institute of Technology,Semester 1,Build Your Own Dynamic Web Application,c0d9b35787a741e2985faffaef636499,NRI Batch-1,S-002,3,79,4,42,53.16,80,436,6320,6.9,399,91.51,3,44,55.7,10,199,790,25.19,68,34.17
NRI,NRI Institute of Technology,Semester 1,Build Your Own Dynamic Web Application,c0d9b35787a741e2985faffaef636499,NRI Batch-1,S-003,3,85,4,42,49.41,80,255,6800,3.75,223,87.45,3,36,42.35,10,179,850,21.06,58,32.4
NRI,NRI Institute of Technology,Semester 1,Build Your Own Responsive Website,62e43c70ee744afe8d1c26ca9c22947a,NRI Batch-1,S-001,3,83,21,68,81.93,419,774,34777,2.23,706,91.21,20,71,85.54,39,1494,3237,46.15,973,65.13
NRI,NRI Institute of Technology,Semester 1,Build Your Own Responsive Website,62e43c70ee744afe8d1c26ca9c22947a,NRI Batch-1,S-002,3,79,23,76,96.2,459,1553,36261,4.28,1422,91.56,22,77,97.47,43,2301,3397,67.74,1605,69.75
NRI,NRI Institute of Technology,Semester 1,Build Your Own Responsive Website,62e43c70ee744afe8d1c26ca9c22947a,NRI Batch-1,S-003,3,85,21,85,100,419,781,35615,2.19,673,86.17,20,85,100,40,2076,3400,61.06,1589,76.54
NRI,NRI Institute of Technology,Semester 1,Build Your Own Static Website,6d41f35076d543379be03fe0b26b1b26,NRI Batch-1,S-001,3,83,21,72,86.75,388,340,32204,1.06,299,87.94,22,72,86.75,52,2868,4316,66.45,2422,84.45
NRI,NRI Institute of Technology,Semester 1,Build Your Own Static Website,6d41f35076d543379be03fe0b26b1b26,NRI Batch-1,S-002,3,79,18,77,97.47,339,788,26781,2.94,715,90.74,19,77,97.47,45,2711,3555,76.26,2321,85.61
NRI,NRI Institute of Technology,Semester 1,Build Your Own Static Website,6d41f35076d543379be03fe0b26b1b26,NRI Batch-1,S-003,3,85,21,85,100,395,224,33575,0.67,186,83.04,23,85,100,53,3551,4505,78.82,3099,87.27
NRI,NRI Institute of Technology,Semester 1,Communicative English Foundation- I,968bccdcf5e04348af889db506d49c9a,NRI Batch-1,S-001,3,83,14,71,85.54,305,209,25315,0.83,176,84.21,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 1,Communicative English Foundation- I,968bccdcf5e04348af889db506d49c9a,NRI Batch-1,S-002,3,79,12,77,97.47,260,159,20540,0.77,117,73.58,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 1,Communicative English Foundation- I,968bccdcf5e04348af889db506d49c9a,NRI Batch-1,S-003,3,85,12,85,100,260,265,22100,1.2,206,77.74,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 1,English Course,5a1f5d5af5f441caa9bb6810e2dd592b,NRI Batch-1,S-001,3,83,18,72,86.75,211,179,17513,1.02,124,69.27,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 1,English Course,5a1f5d5af5f441caa9bb6810e2dd592b,NRI Batch-1,S-002,3,79,17,77,97.47,232,313,18328,1.71,255,81.47,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 1,English Course,5a1f5d5af5f441caa9bb6810e2dd592b,NRI Batch-1,S-003,3,85,19,85,100,282,380,23970,1.59,286,75.26,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 1,Generative AI,b9811b34585b47e0a0be65f1081a74f2,NRI Batch-1,S-001,3,83,19,71,85.54,250,586,20750,2.82,537,91.64,6,38,45.78,16,175,1328,13.18,22,12.57
NRI,NRI Institute of Technology,Semester 1,Generative AI,b9811b34585b47e0a0be65f1081a74f2,NRI Batch-1,S-002,3,79,15,77,97.47,190,875,15010,5.83,740,84.57,4,59,74.68,12,267,948,28.16,34,12.73
NRI,NRI Institute of Technology,Semester 1,Generative AI,b9811b34585b47e0a0be65f1081a74f2,NRI Batch-1,S-003,3,85,18,79,92.94,220,1584,18700,8.47,1389,87.69,3,51,60,8,110,680,16.18,9,8.18
NRI,NRI Institute of Technology,Semester 1,Math For Computer Science,70850c6b459c4134a16c3e42d46eb794,NRI Batch-1,S-001,3,83,39,72,86.75,578,278,47974,0.58,260,93.53,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 1,Math For Computer Science,70850c6b459c4134a16c3e42d46eb794,NRI Batch-1,S-002,3,79,34,77,97.47,504,1126,39816,2.83,1021,90.67,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 1,Math For Computer Science,70850c6b459c4134a16c3e42d46eb794,NRI Batch-1,S-003,3,85,34,85,100,502,937,42670,2.2,852,90.93,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 1,Modern Responsive Web Design,1d571a66be1e49cda17f5b3b22d6d751,NRI Batch-1,S-001,3,83,23,63,75.9,520,469,43160,1.09,411,87.63,22,71,85.54,40,1250,3320,37.65,766,61.28
NRI,NRI Institute of Technology,Semester 1,Modern Responsive Web Design,1d571a66be1e49cda17f5b3b22d6d751,NRI Batch-1,S-002,3,79,23,72,91.14,540,1944,42660,4.56,1770,91.05,21,76,96.2,35,1543,2765,55.8,1017,65.91
NRI,NRI Institute of Technology,Semester 1,Modern Responsive Web Design,1d571a66be1e49cda17f5b3b22d6d751,NRI Batch-1,S-003,3,85,24,82,96.47,580,1820,49300,3.69,1597,87.75,22,84,98.82,36,1600,3060,52.29,957,59.81
NRI,NRI Institute of Technology,Semester 1,Programming Foundations,c6008f8dcd914843bb3fb75d4beca046,NRI Batch-1,S-001,3,83,47,72,86.75,850,1998,70550,2.83,1633,81.73,63,72,86.75,698,26790,57934,46.24,23965,89.46
NRI,NRI Institute of Technology,Semester 1,Programming Foundations,c6008f8dcd914843bb3fb75d4beca046,NRI Batch-1,S-002,3,79,44,78,98.73,760,1556,60040,2.59,1233,79.24,59,78,98.73,642,23222,50718,45.79,19778,85.17
NRI,NRI Institute of Technology,Semester 1,Programming Foundations,c6008f8dcd914843bb3fb75d4beca046,NRI Batch-1,S-003,3,85,51,85,100,890,971,75650,1.28,789,81.26,65,85,100,737,24553,62645,39.19,20739,84.47
NRI,NRI Institute of Technology,Semester 1,Quantitative Aptitude,97671af2f44f4eed978cd65d5c0c55c9,NRI Batch-1,S-001,3,83,41,72,86.75,805,952,66815,1.42,831,87.29,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 1,Quantitative Aptitude,97671af2f44f4eed978cd65d5c0c55c9,NRI Batch-1,S-002,3,79,47,77,97.47,940,1343,74260,1.81,1171,87.19,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 1,Quantitative Aptitude,97671af2f44f4eed978cd65d5c0c55c9,NRI Batch-1,S-003,3,85,41,85,100,840,830,71400,1.16,767,92.41,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,Building LLM Applications,8874b64282db42748d71b9940316db8d,NRI Batch-1,S-001,3,83,9,66,79.52,125,3814,10375,36.76,3310,86.79,7,58,69.88,19,261,1577,16.55,122,46.74
NRI,NRI Institute of Technology,Semester 2,Building LLM Applications,8874b64282db42748d71b9940316db8d,NRI Batch-1,S-002,3,79,10,72,91.14,130,5675,10270,55.26,4821,84.95,7,69,87.34,18,432,1422,30.38,208,48.15
NRI,NRI Institute of Technology,Semester 2,Building LLM Applications,8874b64282db42748d71b9940316db8d,NRI Batch-1,S-003,3,85,10,80,94.12,135,5847,11475,50.95,4945,84.57,7,69,81.18,19,300,1615,18.58,66,22
NRI,NRI Institute of Technology,Semester 2,Building Rest APIs with Flask,a8f81e0c22c341e6b98ace7552d8e2c7,NRI Batch-1,S-001,3,83,4,63,75.9,50,2029,4150,48.89,1821,89.75,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,Building Rest APIs with Flask,a8f81e0c22c341e6b98ace7552d8e2c7,NRI Batch-1,S-002,3,79,4,43,54.43,50,1234,3950,31.24,1069,86.63,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,Building Rest APIs with Flask,a8f81e0c22c341e6b98ace7552d8e2c7,NRI Batch-1,S-003,3,85,4,71,83.53,50,1906,4250,44.85,1700,89.19,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,Communicative English Advanced,bfd0a2efeb934e4bbc1c9acac895d6a4,NRI Batch-1,S-001,3,83,1,12,14.46,15,153,1245,12.29,119,77.78,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,Communicative English Advanced,bfd0a2efeb934e4bbc1c9acac895d6a4,NRI Batch-1,S-002,3,79,1,14,17.72,15,170,1185,14.35,128,75.29,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,Communicative English Advanced,bfd0a2efeb934e4bbc1c9acac895d6a4,NRI Batch-1,S-003,3,85,1,17,20,15,235,1275,18.43,163,69.36,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,Communicative English Foundation- I,968bccdcf5e04348af889db506d49c9a,NRI Batch-1,S-001,3,83,7,69,83.13,121,5355,10043,53.32,4365,81.51,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,Communicative English Foundation- I,968bccdcf5e04348af889db506d49c9a,NRI Batch-1,S-002,3,79,8,75,94.94,146,5754,11534,49.89,4748,82.52,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,Communicative English Foundation- I,968bccdcf5e04348af889db506d49c9a,NRI Batch-1,S-003,3,85,8,84,98.82,146,6975,12410,56.2,5834,83.64,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,DBMS Fundamentals,a3aa84c2ac324ed581a9f050566521e9,NRI Batch-1,S-002,3,79,1,2,2.53,20,40,1580,2.53,32,80,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,English Course,d9df50be3148426fbd6295065ce633a8,NRI Batch-1,S-001,3,83,13,69,83.13,138,6786,11454,59.25,5575,82.15,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,English Course,d9df50be3148426fbd6295065ce633a8,NRI Batch-1,S-002,3,79,15,76,96.2,137,7333,10823,67.75,6160,84,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,English Course,d9df50be3148426fbd6295065ce633a8,NRI Batch-1,S-003,3,85,12,85,100,113,6888,9605,71.71,5814,84.41,0,0,0,0,0,0,0,0,0
NRI,NRI Institute of Technology,Semester 2,Introduction to Databases,25c1a72c216e47e19bc6b2f16c66e0ca,NRI Batch-1,S-001,3,83,21,68,81.93,487,15772,40421,39.02,13857,87.86,17,69,83.13,184,6983,15272,45.72,6089,87.2
NRI,NRI Institute of Technology,Semester 2,Introduction to Databases,25c1a72c216e47e19bc6b2f16c66e0ca,NRI Batch-1,S-002,3,79,21,76,96.2,500,20752,39500,52.54,18423,88.78,17,77,97.47,181,7108,14299,49.71,6333,89.1
NRI,NRI Institute of Technology,Semester 2,Introduction to Databases,25c1a72c216e47e19bc6b2f16c66e0ca,NRI Batch-1,S-003,3,85,19,85,100,461,23053,39185,58.83,20507,88.96,16,85,100,165,7528,14025,53.68,6475,86.01
